L_ID,year,month,Source_main,Source_Sub
ABC0014836,2022,7,NULL,1066180.26
ABC0014837,2021,10,NULL,NULL
ABC0014837,2021,11,NULL,NULL
ABC0014837,2021,12,NULL,NULL
ABC0014837,2022,1,NULL,NULL
ABC0014837,2022,2,NULL,NULL
ABC0014837,2022,3,NULL,NULL
ABC0014837,2022,4,NULL,NULL
ABC0014837,2022,5,NULL,NULL
ABC0014837,2022,6,NULL,NULL
ABC0014837,2022,7,NULL,NULL
ABC0014852,2021,11,NULL,NULL
ABC0014852,2021,12,NULL,NULL
ABC0014852,2022,1,NULL,NULL
ABC0014852,2022,2,NULL,NULL
ABC0014852,2022,3,NULL,NULL
ABC0014852,2022,4,NULL,NULL
ABC0014852,2022,5,NULL,NULL
ABC0014852,2022,6,NULL,NULL
ABC0014852,2022,7,NULL,NULL
ABC0014855,2021,11,43925.205,46121.625
ABC0014855,2021,12,46317.27,47854.5
ABC0014855,2022,1,67263.54,69949.47
ABC0014855,2022,2,43622.13,45803.25
ABC0014855,2022,3,51219.285,53780.25
ABC0014855,2022,4,35757.135,37545
ABC0014855,2022,5,43794.285,47045.25
ABC0014855,2022,6,46050.705,48353.25
ABC0014855,2022,7,0,23982
ABC0014862,2021,11,NULL,NULL
ABC0014862,2021,12,NULL,NULL
ABC0014862,2022,1,NULL,NULL
ABC0014862,2022,2,NULL,NULL
ABC0014862,2022,3,NULL,NULL
ABC0014862,2022,4,NULL,NULL
ABC0014862,2022,5,NULL,NULL
ABC0014862,2022,6,NULL,NULL
ABC0014862,2022,7,NULL,NULL
ABC0014864,2021,5,NULL,NULL
ABC0014864,2021,6,NULL,NULL
ABC0014864,2021,7,NULL,NULL
ABC0014864,2021,8,NULL,NULL
ABC0014864,2021,9,NULL,NULL
ABC0014864,2021,10,NULL,NULL
ABC0014864,2021,11,NULL,NULL
ABC0014864,2021,12,NULL,NULL
ABC0014864,2022,1,NULL,NULL
ABC0014864,2022,2,NULL,NULL
ABC0014864,2022,3,NULL,NULL
ABC0014864,2022,4,NULL,NULL
ABC0014864,2022,5,NULL,NULL
ABC0014864,2022,6,NULL,NULL
ABC0014864,2022,7,NULL,NULL
ABC0014867,2021,10,NULL,NULL
ABC0014867,2021,11,NULL,NULL
ABC0014867,2021,12,NULL,NULL
ABC0014867,2022,1,NULL,NULL
ABC0014867,2022,2,NULL,NULL
ABC0014867,2022,3,NULL,NULL
ABC0014867,2022,4,NULL,NULL
ABC0014867,2022,5,NULL,NULL
ABC0014867,2022,6,NULL,NULL
ABC0014867,2022,7,NULL,NULL
ABC0014875,2021,5,NULL,NULL
ABC0014875,2021,6,NULL,NULL
ABC0014875,2021,7,NULL,NULL
ABC0014875,2021,8,NULL,NULL
ABC0014875,2021,9,NULL,NULL
ABC0014875,2021,10,NULL,NULL
ABC0014875,2021,11,NULL,NULL
ABC0014875,2021,12,NULL,NULL
ABC0014875,2022,1,NULL,NULL
ABC0014875,2022,2,NULL,NULL
ABC0014875,2022,3,NULL,NULL
ABC0014875,2022,4,NULL,NULL
ABC0014875,2022,5,NULL,NULL
ABC0014875,2022,6,NULL,NULL
ABC0014875,2022,7,NULL,NULL
ABC0014884,2022,6,NULL,112693.125
ABC0014884,2022,7,NULL,192842.01
ABC0014894,2021,8,NULL,29168.07
ABC0014894,2021,9,126712.62,133062.735
ABC0014894,2021,10,171581.4,184421.64
ABC0014894,2021,11,157777.95,167769.345
ABC0014894,2021,12,179613.285,188594.34
ABC0014894,2022,1,165123.36,175775.76
ABC0014894,2022,2,214505.565,219443.685
ABC0014894,2022,3,264703.59,301655.355
ABC0014894,2022,4,248314.32,257029.875
ABC0014894,2022,5,263826.9,277527.12
ABC0014894,2022,6,263311.905,267989.685
ABC0014894,2022,7,NULL,201260.76
ABC0014900,2022,4,NULL,50629.95
ABC0014900,2022,5,NULL,468858.15
ABC0014900,2022,6,NULL,430932.45
ABC0014900,2022,7,NULL,270942
ABC0014908,2021,9,45922.86,48133.5
ABC0014908,2021,10,44347.86,46341.09
ABC0014908,2021,11,45561.435,48037.5
ABC0014908,2021,12,58606.5,61313.25
ABC0014908,2022,1,58191.66,61101
ABC0014908,2022,2,116444.505,122266.5
ABC0014908,2022,3,133533,139966.5
ABC0014908,2022,4,84821.655,88567.5
ABC0014908,2022,5,105924.855,110943
ABC0014908,2022,6,79275.705,82864.5
ABC0014908,2022,7,NULL,27040.5
ABC0014912,2021,5,NULL,NULL
ABC0014912,2021,6,NULL,NULL
ABC0014912,2021,7,NULL,NULL
ABC0014912,2021,8,NULL,NULL
ABC0014912,2021,9,NULL,NULL
ABC0014912,2021,10,NULL,NULL
ABC0014912,2021,11,NULL,NULL
ABC0014912,2021,12,NULL,NULL
ABC0014912,2022,1,NULL,NULL
ABC0014912,2022,2,NULL,NULL
ABC0014912,2022,3,NULL,NULL
ABC0014912,2022,4,NULL,NULL
ABC0014912,2022,5,NULL,NULL
ABC0014912,2022,6,NULL,NULL
ABC0014912,2022,7,NULL,NULL
ABC0014913,2021,4,NULL,NULL
ABC0014913,2021,5,NULL,NULL
ABC0014913,2021,6,NULL,NULL
ABC0014913,2021,7,NULL,NULL
ABC0014913,2021,8,NULL,NULL
ABC0014913,2021,9,NULL,NULL
ABC0014913,2021,10,NULL,NULL
ABC0014913,2021,11,NULL,NULL
ABC0014913,2021,12,NULL,NULL
ABC0014913,2022,1,NULL,NULL
ABC0014913,2022,2,NULL,NULL
ABC0014913,2022,3,NULL,NULL
ABC0014913,2022,4,NULL,NULL
ABC0014913,2022,5,NULL,NULL
ABC0014913,2022,6,NULL,NULL
ABC0014913,2022,7,NULL,NULL
ABC0014922,2022,4,NULL,0
ABC0014922,2022,5,NULL,0
ABC0014922,2022,6,NULL,0
ABC0014922,2022,7,NULL,0
ABC0014943,2021,10,37368.45,18686.295
ABC0014943,2021,11,59009.475,59879.175
ABC0014943,2021,12,77282.415,82496.73
ABC0014943,2022,1,73223.715,76089.885
ABC0014943,2022,2,30338.13,31275.195
ABC0014943,2022,3,0,8552.625
ABC0014943,2022,4,0,0
ABC0014943,2022,5,0,0
ABC0014943,2022,6,0,0
ABC0014943,2022,7,0,0
ABC0014951,2022,2,NULL,913.5
ABC0014951,2022,3,5590.65,5590.65
ABC0014951,2022,4,8305.425,8320.425
ABC0014951,2022,5,12342.75,12342.75
ABC0014951,2022,6,NULL,13768.425
ABC0014951,2022,7,NULL,10423.245
ABC0014952,2021,7,NULL,NULL
ABC0014952,2021,8,NULL,NULL
ABC0014952,2021,9,NULL,NULL
ABC0014952,2021,10,NULL,NULL
ABC0014952,2021,11,NULL,NULL
ABC0014952,2021,12,NULL,NULL
ABC0014952,2022,1,NULL,NULL
ABC0014952,2022,2,NULL,NULL
ABC0014952,2022,3,NULL,NULL
ABC0014952,2022,4,NULL,NULL
ABC0014952,2022,5,NULL,NULL
ABC0014952,2022,6,NULL,NULL
ABC0014952,2022,7,NULL,NULL
ABC0014961,2021,4,NULL,NULL
ABC0014961,2021,5,NULL,NULL
ABC0014961,2021,6,NULL,NULL
ABC0014961,2021,7,NULL,NULL
ABC0014961,2021,8,NULL,NULL
ABC0014961,2021,9,NULL,NULL
ABC0014961,2021,10,NULL,NULL
ABC0014961,2021,11,NULL,NULL
ABC0014961,2021,12,NULL,NULL
ABC0014961,2022,1,NULL,NULL
ABC0014961,2022,2,NULL,NULL
ABC0014961,2022,3,NULL,NULL
ABC0014961,2022,4,NULL,NULL
ABC0014961,2022,5,NULL,NULL
ABC0014961,2022,6,NULL,NULL
ABC0014961,2022,7,NULL,NULL
ABC0014970,2021,5,4115.64,NULL
ABC0014970,2021,6,4740.66,NULL
ABC0014970,2021,7,4061.73,NULL
ABC0014970,2021,8,3077.835,NULL
ABC0014970,2021,9,3031.365,NULL
ABC0014970,2021,10,2383.155,NULL
ABC0014970,2021,11,2699.895,NULL
ABC0014970,2021,12,3254.655,NULL
ABC0014970,2022,1,1569.24,NULL
ABC0014970,2022,2,1720.65,NULL
ABC0014970,2022,3,1648.56,NULL
ABC0014970,2022,4,1607.865,NULL
ABC0014970,2022,5,2812.08,NULL
ABC0014970,2022,6,2437.455,NULL
ABC0014970,2022,7,NULL,NULL
ABC0014980,2021,7,NULL,NULL
ABC0014980,2021,8,NULL,NULL
ABC0014980,2021,9,NULL,NULL
ABC0014980,2021,10,NULL,NULL
ABC0014980,2021,11,NULL,NULL
ABC0014980,2021,12,NULL,NULL
ABC0014980,2022,1,NULL,NULL
ABC0014980,2022,2,NULL,NULL
ABC0014980,2022,3,NULL,NULL
ABC0014980,2022,4,NULL,NULL
ABC0014980,2022,5,NULL,NULL
ABC0014980,2022,6,NULL,NULL
ABC0014980,2022,7,NULL,NULL
ABC0015001,2021,9,NULL,NULL
ABC0015001,2021,10,NULL,NULL
ABC0015001,2021,11,NULL,NULL
ABC0015001,2021,12,NULL,NULL
ABC0015001,2022,1,NULL,NULL
ABC0015001,2022,2,NULL,NULL
ABC0015001,2022,3,NULL,NULL
ABC0015001,2022,4,NULL,NULL
ABC0015001,2022,5,NULL,NULL
ABC0015001,2022,6,NULL,NULL
ABC0015001,2022,7,NULL,NULL
ABC0015003,2021,4,NULL,NULL
ABC0015003,2021,5,NULL,NULL
ABC0015003,2021,6,NULL,NULL
ABC0015003,2021,7,NULL,NULL
ABC0015003,2021,8,NULL,NULL
ABC0015003,2021,9,NULL,NULL
ABC0015003,2021,10,NULL,NULL
ABC0015003,2021,11,NULL,NULL
ABC0015003,2021,12,NULL,NULL
ABC0015003,2022,1,NULL,NULL
ABC0015003,2022,2,NULL,NULL
ABC0015003,2022,3,NULL,NULL
ABC0015003,2022,4,NULL,NULL
ABC0015003,2022,5,NULL,NULL
ABC0015003,2022,6,NULL,NULL
ABC0015003,2022,7,NULL,NULL
ABC0015005,2021,8,117005.88,122856.195
ABC0015005,2021,9,NULL,213264.78
ABC0015005,2021,10,203109.24,184695.015
ABC0015005,2021,11,238436.295,244304.67
ABC0015005,2021,12,NULL,283155.42
ABC0015005,2022,1,NULL,178507.635
ABC0015005,2022,2,NULL,180909.675
ABC0015005,2022,3,NULL,222659.25
ABC0015005,2022,4,NULL,188615.625
ABC0015005,2022,5,NULL,236563.815
ABC0015005,2022,6,NULL,156479.205
ABC0015005,2022,7,NULL,162509.61
ABC0015006,2021,4,NULL,NULL
ABC0015006,2021,5,NULL,NULL
ABC0015006,2021,6,NULL,NULL
ABC0015006,2021,7,NULL,NULL
ABC0015006,2021,8,NULL,NULL
ABC0015006,2021,9,NULL,NULL
ABC0015006,2021,10,NULL,NULL
ABC0015006,2021,11,NULL,NULL
ABC0015006,2021,12,NULL,NULL
ABC0015006,2022,1,NULL,NULL
ABC0015006,2022,2,NULL,NULL
ABC0015006,2022,3,NULL,NULL
ABC0015006,2022,4,NULL,NULL
ABC0015006,2022,5,NULL,NULL
ABC0015006,2022,6,NULL,NULL
ABC0015006,2022,7,NULL,NULL
ABC0015007,2021,4,NULL,NULL
ABC0015007,2021,5,NULL,NULL
ABC0015007,2021,6,NULL,NULL
ABC0015007,2021,7,NULL,NULL
ABC0015007,2021,8,NULL,NULL
ABC0015007,2021,9,NULL,NULL
ABC0015007,2021,10,NULL,NULL
ABC0015007,2021,11,NULL,NULL
ABC0015007,2021,12,NULL,NULL
ABC0015007,2022,1,NULL,NULL
ABC0015007,2022,2,NULL,NULL
ABC0015007,2022,3,NULL,NULL
ABC0015007,2022,4,NULL,NULL
ABC0015007,2022,5,NULL,NULL
ABC0015007,2022,6,NULL,NULL
ABC0015007,2022,7,NULL,NULL
ABC0015008,2021,11,57237.825,14278.05
ABC0015008,2021,12,51663,51663.075
ABC0015008,2022,1,54905.25,54905.25
ABC0015008,2022,2,56247.825,56247.81
ABC0015008,2022,3,61036.05,61036.005
ABC0015008,2022,4,34409.4,34409.385
ABC0015008,2022,5,35958.975,35958.96
ABC0015008,2022,6,33583.26,33583.26
ABC0015008,2022,7,0,15752.52
ABC0015016,2021,4,NULL,NULL
ABC0015016,2021,5,NULL,NULL
ABC0015016,2021,6,NULL,NULL
ABC0015016,2021,7,NULL,NULL
ABC0015016,2021,8,NULL,NULL
ABC0015016,2021,9,NULL,NULL
ABC0015016,2021,10,NULL,NULL
ABC0015016,2021,11,NULL,NULL
ABC0015016,2021,12,NULL,NULL
ABC0015016,2022,1,NULL,NULL
ABC0015016,2022,2,NULL,NULL
ABC0015016,2022,3,NULL,NULL
ABC0015016,2022,4,NULL,NULL
ABC0015016,2022,5,NULL,NULL
ABC0015016,2022,6,NULL,NULL
ABC0015016,2022,7,NULL,NULL
ABC0015017,2021,10,56717.97,59986.875
ABC0015017,2021,11,190928.94,194042.625
ABC0015017,2021,12,225842.19,235268.505
ABC0015017,2022,1,190940.52,198980.805
ABC0015017,2022,2,164836.335,173078.055
ABC0015017,2022,3,183843.6,193303.875
ABC0015017,2022,4,179624.715,188568.75
ABC0015017,2022,5,160097.91,171352.98
ABC0015017,2022,6,180821.82,189915.375
ABC0015017,2022,7,NULL,118750.68
ABC0015026,2021,5,3889.29,NULL
ABC0015026,2021,6,3512.19,NULL
ABC0015026,2021,7,4620.075,NULL
ABC0015026,2021,8,3200.04,NULL
ABC0015026,2021,9,3005.715,NULL
ABC0015026,2021,10,2910,NULL
ABC0015026,2021,11,2320.725,NULL
ABC0015026,2021,12,1716.42,NULL
ABC0015026,2022,1,NULL,NULL
ABC0015026,2022,2,NULL,NULL
ABC0015026,2022,3,NULL,NULL
ABC0015026,2022,4,NULL,NULL
ABC0015026,2022,5,NULL,NULL
ABC0015026,2022,6,NULL,NULL
ABC0015026,2022,7,NULL,NULL
ABC0015036,2021,9,195163.86,195163.86
ABC0015036,2021,10,NULL,426401.34
ABC0015036,2021,11,NULL,141950.7
ABC0015036,2021,12,NULL,17288.325
ABC0015036,2022,1,NULL,40722.75
ABC0015036,2022,2,NULL,8717.235
ABC0015036,2022,3,NULL,10957.725
ABC0015036,2022,4,NULL,16484.355
ABC0015036,2022,5,NULL,14300.22
ABC0015036,2022,6,NULL,61602.93
ABC0015036,2022,7,NULL,36450
ABC0015037,2021,8,398614.92,NULL
ABC0015037,2021,9,849706.02,NULL
ABC0015037,2021,10,1211555.13,NULL
ABC0015037,2021,11,923878.47,NULL
ABC0015037,2021,12,1094228.925,NULL
ABC0015037,2022,1,1003577.85,NULL
ABC0015037,2022,2,1187013.39,NULL
ABC0015037,2022,3,1408480.365,NULL
ABC0015037,2022,4,835345.77,NULL
ABC0015037,2022,5,1065480.72,NULL
ABC0015037,2022,6,1157368.035,NULL
ABC0015037,2022,7,NULL,NULL
ABC0015038,2021,9,NULL,22251.09
ABC0015038,2021,10,NULL,100698.45
ABC0015038,2021,11,95404.125,83405.49
ABC0015038,2021,12,NULL,119243.52
ABC0015038,2022,1,NULL,83327.475
ABC0015038,2022,2,NULL,60569.835
ABC0015038,2022,3,NULL,116291.655
ABC0015038,2022,4,NULL,94737.375
ABC0015038,2022,5,NULL,80338.785
ABC0015038,2022,6,NULL,76343.415
ABC0015038,2022,7,NULL,66054.585
ABC0015094,2021,8,21531.135,0
ABC0015094,2021,9,26125.035,27328.215
ABC0015094,2021,10,31399.395,32099.115
ABC0015094,2021,11,30479.79,31617.96
ABC0015094,2021,12,29539.035,31055.445
ABC0015094,2022,1,38501.1,40375.53
ABC0015094,2022,2,38033.235,40048.275
ABC0015094,2022,3,45157.98,48336.075
ABC0015094,2022,4,50703.795,53754.225
ABC0015094,2022,5,46044.09,47837.445
ABC0015094,2022,6,52311.015,57991.68
ABC0015094,2022,7,NULL,32431.41
ABC0015100,2021,5,NULL,NULL
ABC0015100,2021,6,NULL,NULL
ABC0015100,2021,7,NULL,NULL
ABC0015100,2021,8,NULL,NULL
ABC0015100,2021,9,NULL,NULL
ABC0015100,2021,10,NULL,NULL
ABC0015100,2021,11,NULL,NULL
ABC0015100,2021,12,NULL,NULL
ABC0015100,2022,1,NULL,NULL
ABC0015100,2022,2,NULL,NULL
ABC0015100,2022,3,NULL,NULL
ABC0015100,2022,4,NULL,NULL
ABC0015100,2022,5,NULL,NULL
ABC0015100,2022,6,NULL,NULL
ABC0015100,2022,7,NULL,NULL
ABC0015108,2021,10,NULL,55279.905
ABC0015108,2021,11,NULL,86410.695
ABC0015108,2021,12,NULL,108428.46
ABC0015108,2022,1,NULL,125670.27
ABC0015108,2022,2,NULL,141330.945
ABC0015108,2022,3,NULL,131563.515
ABC0015108,2022,4,NULL,116235.675
ABC0015108,2022,5,NULL,172560.705
ABC0015108,2022,6,NULL,151590.765
ABC0015108,2022,7,NULL,78994.035
ABC0015111,2021,9,37740,25989.615
ABC0015111,2021,10,42593.25,44381.58
ABC0015111,2021,11,32049,32051.025
ABC0015111,2021,12,45000.75,45000.75
ABC0015111,2022,1,38646.045,40680.045
ABC0015111,2022,2,90240.06,90240.06
ABC0015111,2022,3,88059.015,88059.015
ABC0015111,2022,4,81112.425,85381.5
ABC0015111,2022,5,40534.125,42667.5
ABC0015111,2022,6,37919.25,39915
ABC0015111,2022,7,NULL,57385.5
ABC0015118,2021,4,NULL,285
ABC0015118,2021,5,13631.4,14313
ABC0015118,2021,6,16137.84,16944.75
ABC0015118,2021,7,8869.77,16039.5
ABC0015118,2021,8,14982.135,15731.25
ABC0015118,2021,9,9742.86,10230
ABC0015118,2021,10,13614.285,14295
ABC0015118,2021,11,5842.86,6135
ABC0015118,2021,12,18245.7,19158
ABC0015118,2022,1,4657.155,5475
ABC0015118,2022,2,9600,10080
ABC0015118,2022,3,11242.86,13845
ABC0015118,2022,4,11971.44,12570
ABC0015118,2022,5,9957.15,10455
ABC0015118,2022,6,5414.28,5685
ABC0015118,2022,7,NULL,9993
ABC0015122,2021,10,25480.845,NULL
ABC0015122,2021,11,85712.895,NULL
ABC0015122,2021,12,39912.6,NULL
ABC0015122,2022,1,91384.935,NULL
ABC0015122,2022,2,111074.37,NULL
ABC0015122,2022,3,121400.175,NULL
ABC0015122,2022,4,117565.845,NULL
ABC0015122,2022,5,117691.35,NULL
ABC0015122,2022,6,77901.78,NULL
ABC0015122,2022,7,0,NULL
ABC0015138,2021,9,4176,2778
ABC0015138,2021,10,18645,18645
ABC0015138,2021,11,13905,14145
ABC0015138,2021,12,14154.75,14529.75
ABC0015138,2022,1,20412.75,20412.75
ABC0015138,2022,2,18181.5,18279
ABC0015138,2022,3,17829,17847
ABC0015138,2022,4,15577.5,15682.5
ABC0015138,2022,5,20152.5,20152.5
ABC0015138,2022,6,19990.5,20110.5
ABC0015138,2022,7,0,11288.25
ABC0015142,2021,12,NULL,0
ABC0015142,2022,1,54773.07,14106
ABC0015142,2022,2,86177.46,91376.85
ABC0015142,2022,3,91627.38,96205.5
ABC0015142,2022,4,90801.63,95341.5
ABC0015142,2022,5,105746.01,111033.18
ABC0015142,2022,6,105215.025,117150
ABC0015142,2022,7,NULL,28168.5
ABC0015145,2021,11,0,0
ABC0015145,2021,12,144883.5,144883.5
ABC0015145,2022,1,120151.5,120156
ABC0015145,2022,2,126496.5,126496.5
ABC0015145,2022,3,0,185335.125
ABC0015145,2022,4,0,167714.25
ABC0015145,2022,5,0,151756.5
ABC0015145,2022,6,0,139813.5
ABC0015145,2022,7,0,98679
ABC0015148,2021,9,NULL,NULL
ABC0015148,2021,10,NULL,NULL
ABC0015148,2021,11,NULL,NULL
ABC0015148,2021,12,NULL,NULL
ABC0015148,2022,1,NULL,NULL
ABC0015148,2022,2,NULL,NULL
ABC0015148,2022,3,NULL,NULL
ABC0015148,2022,4,NULL,NULL
ABC0015148,2022,5,NULL,NULL
ABC0015148,2022,6,NULL,NULL
ABC0015148,2022,7,NULL,NULL
ABC0015149,2021,9,NULL,10929.75
ABC0015149,2021,10,NULL,141556.2
ABC0015149,2021,11,NULL,121259.25
ABC0015149,2021,12,NULL,153963
ABC0015149,2022,1,NULL,135010.95
ABC0015149,2022,2,NULL,148060.5
ABC0015149,2022,3,NULL,149840.25
ABC0015149,2022,4,NULL,114642
ABC0015149,2022,5,NULL,131316.75
ABC0015149,2022,6,NULL,149651.25
ABC0015149,2022,7,NULL,67660.5
ABC0015153,2021,12,NULL,0
ABC0015153,2022,1,NULL,122281.35
ABC0015153,2022,2,NULL,231640.5
ABC0015153,2022,3,NULL,284250.825
ABC0015153,2022,4,NULL,229878
ABC0015153,2022,5,NULL,272470.5
ABC0015153,2022,6,NULL,238581.75
ABC0015153,2022,7,NULL,179059.755
ABC0015154,2021,11,NULL,42641.55
ABC0015154,2021,12,NULL,2457631.77
ABC0015154,2022,1,NULL,2313138.225
ABC0015154,2022,2,NULL,2460940.95
ABC0015154,2022,3,NULL,2774080.185
ABC0015154,2022,4,NULL,2125299.99
ABC0015154,2022,5,2196048.9,2235439.965
ABC0015154,2022,6,1431618,1431686.94
ABC0015154,2022,7,NULL,757700.79
ABC0015155,2021,7,NULL,NULL
ABC0015155,2021,8,NULL,NULL
ABC0015155,2021,9,NULL,NULL
ABC0015155,2021,10,NULL,NULL
ABC0015155,2021,11,NULL,NULL
ABC0015155,2021,12,NULL,NULL
ABC0015155,2022,1,NULL,NULL
ABC0015155,2022,2,NULL,NULL
ABC0015155,2022,3,NULL,NULL
ABC0015155,2022,4,NULL,NULL
ABC0015155,2022,5,NULL,NULL
ABC0015155,2022,6,NULL,NULL
ABC0015155,2022,7,NULL,NULL
ABC0015562,2021,12,NULL,NULL
ABC0015562,2022,1,NULL,NULL
ABC0015562,2022,2,NULL,NULL
ABC0015562,2022,3,NULL,NULL
ABC0015562,2022,4,NULL,NULL
ABC0015562,2022,5,NULL,NULL
ABC0015562,2022,6,NULL,NULL
ABC0015562,2022,7,NULL,NULL
ABC0015568,2021,11,NULL,NULL
ABC0015568,2021,12,NULL,NULL
ABC0015568,2022,1,NULL,NULL
ABC0015568,2022,2,NULL,NULL
ABC0015568,2022,3,NULL,NULL
ABC0015568,2022,4,NULL,NULL
ABC0015568,2022,5,NULL,NULL
ABC0015568,2022,6,NULL,NULL
ABC0015568,2022,7,NULL,NULL
ABC0015614,2021,10,38733,40827.15
ABC0015614,2021,11,224656.125,224656.125
ABC0015614,2021,12,324206.46,323894.46
ABC0015614,2022,1,250573.05,250039.05
ABC0015614,2022,2,164116.56,163671.06
ABC0015614,2022,3,204986.445,204971.445
ABC0015614,2022,4,195126.72,195126.72
ABC0015614,2022,5,228095.4,228095.4
ABC0015614,2022,6,0,178621.305
ABC0015614,2022,7,0,146420.34
ABC0015615,2021,6,NULL,NULL
ABC0015615,2021,7,NULL,NULL
ABC0015615,2021,8,NULL,NULL
ABC0015615,2021,9,NULL,NULL
ABC0015615,2021,10,NULL,NULL
ABC0015615,2021,11,NULL,NULL
ABC0015615,2021,12,NULL,NULL
ABC0015615,2022,1,NULL,NULL
ABC0015615,2022,2,NULL,NULL
ABC0015615,2022,3,NULL,NULL
ABC0015615,2022,4,NULL,NULL
ABC0015615,2022,5,NULL,NULL
ABC0015615,2022,6,NULL,NULL
ABC0015615,2022,7,NULL,NULL
ABC0015616,2021,4,NULL,NULL
ABC0015616,2021,5,NULL,NULL
ABC0015616,2021,6,NULL,NULL
ABC0015616,2021,7,NULL,NULL
ABC0015616,2021,8,NULL,NULL
ABC0015616,2021,9,NULL,NULL
ABC0015616,2021,10,NULL,NULL
ABC0015616,2021,11,NULL,NULL
ABC0015616,2021,12,NULL,NULL
ABC0015616,2022,1,NULL,NULL
ABC0015616,2022,2,NULL,NULL
ABC0015616,2022,3,NULL,NULL
ABC0015616,2022,4,NULL,NULL
ABC0015616,2022,5,NULL,NULL
ABC0015616,2022,6,NULL,NULL
ABC0015616,2022,7,NULL,NULL
ABC0015617,2021,4,NULL,NULL
ABC0015617,2021,5,NULL,NULL
ABC0015617,2021,6,NULL,NULL
ABC0015617,2021,7,NULL,NULL
ABC0015617,2021,8,NULL,NULL
ABC0015617,2021,9,NULL,NULL
ABC0015617,2021,10,NULL,NULL
ABC0015617,2021,11,NULL,NULL
ABC0015617,2021,12,NULL,NULL
ABC0015617,2022,1,NULL,NULL
ABC0015617,2022,2,NULL,NULL
ABC0015617,2022,3,NULL,NULL
ABC0015617,2022,4,NULL,NULL
ABC0015617,2022,5,NULL,NULL
ABC0015617,2022,6,NULL,NULL
ABC0015617,2022,7,NULL,NULL
ABC0015618,2021,3,NULL,NULL
ABC0015618,2021,4,NULL,NULL
ABC0015618,2021,5,NULL,NULL
ABC0015618,2021,6,NULL,NULL
ABC0015618,2021,7,NULL,NULL
ABC0015618,2021,8,NULL,NULL
ABC0015618,2021,9,NULL,NULL
ABC0015618,2021,10,NULL,NULL
ABC0015618,2021,11,NULL,NULL
ABC0015618,2021,12,NULL,NULL
ABC0015618,2022,1,NULL,NULL
ABC0015618,2022,2,NULL,NULL
ABC0015618,2022,3,NULL,NULL
ABC0015618,2022,4,NULL,NULL
ABC0015618,2022,5,NULL,NULL
ABC0015618,2022,6,NULL,NULL
ABC0015618,2022,7,NULL,NULL
ABC0015619,2021,3,NULL,NULL
ABC0015619,2021,4,NULL,NULL
ABC0015619,2021,5,NULL,NULL
ABC0015619,2021,6,NULL,NULL
ABC0015619,2021,7,NULL,NULL
ABC0015619,2021,8,NULL,NULL
ABC0015619,2021,9,NULL,NULL
ABC0015619,2021,10,NULL,NULL
ABC0015619,2021,11,NULL,NULL
ABC0015619,2021,12,NULL,NULL
ABC0015619,2022,1,NULL,NULL
ABC0015619,2022,2,NULL,NULL
ABC0015619,2022,3,NULL,NULL
ABC0015619,2022,4,NULL,NULL
ABC0015619,2022,5,NULL,NULL
ABC0015619,2022,6,NULL,NULL
ABC0015619,2022,7,NULL,NULL
ABC0015620,2021,3,NULL,NULL
ABC0015620,2021,4,NULL,NULL
ABC0015620,2021,5,NULL,NULL
ABC0015620,2021,6,NULL,NULL
ABC0015620,2021,7,NULL,NULL
ABC0015620,2021,8,NULL,NULL
ABC0015620,2021,9,NULL,NULL
ABC0015620,2021,10,NULL,NULL
ABC0015620,2021,11,NULL,NULL
ABC0015620,2021,12,NULL,NULL
ABC0015620,2022,1,NULL,NULL
ABC0015620,2022,2,NULL,NULL
ABC0015620,2022,3,NULL,NULL
ABC0015620,2022,4,NULL,NULL
ABC0015620,2022,5,NULL,NULL
ABC0015620,2022,6,NULL,NULL
ABC0015620,2022,7,NULL,NULL
ABC0015631,2021,8,NULL,NULL
ABC0015631,2021,9,184535.88,NULL
ABC0015631,2021,10,214227.36,NULL
ABC0015631,2021,11,235498.485,NULL
ABC0015631,2021,12,272502.915,NULL
ABC0015631,2022,1,317043.555,NULL
ABC0015631,2022,2,267939.225,NULL
ABC0015631,2022,3,280120.605,NULL
ABC0015631,2022,4,216128.25,NULL
ABC0015631,2022,5,267909.495,NULL
ABC0015631,2022,6,228183.69,NULL
ABC0015631,2022,7,NULL,NULL
ABC0015632,2021,9,NULL,NULL
ABC0015632,2021,10,NULL,NULL
ABC0015632,2021,11,NULL,NULL
ABC0015632,2021,12,NULL,NULL
ABC0015632,2022,1,NULL,NULL
ABC0015632,2022,2,NULL,NULL
ABC0015632,2022,3,NULL,NULL
ABC0015632,2022,4,NULL,NULL
ABC0015632,2022,5,NULL,NULL
ABC0015632,2022,6,NULL,NULL
ABC0015632,2022,7,NULL,NULL
ABC0015653,2021,9,NULL,NULL
ABC0015653,2021,10,NULL,NULL
ABC0015653,2021,11,NULL,NULL
ABC0015653,2021,12,NULL,NULL
ABC0015653,2022,1,NULL,NULL
ABC0015653,2022,2,NULL,NULL
ABC0015653,2022,3,NULL,NULL
ABC0015653,2022,4,NULL,NULL
ABC0015653,2022,5,NULL,NULL
ABC0015653,2022,6,NULL,NULL
ABC0015653,2022,7,NULL,NULL
ABC0015660,2021,12,NULL,NULL
ABC0015660,2022,1,NULL,NULL
ABC0015660,2022,2,NULL,NULL
ABC0015660,2022,3,NULL,NULL
