L_ID,year,month,Source_main,Source_Sub
ABC0014181,2021,11,91147.2,108525
ABC0014181,2021,12,117405.525,146634.75
ABC0014181,2022,1,140107.425,183712.425
ABC0014181,2022,2,143349.15,187081.5
ABC0014181,2022,3,163043.4,215206.5
ABC0014181,2022,4,107787.585,112251.15
ABC0014181,2022,5,143173.5,148992.075
ABC0014181,2022,6,152765.49,159919.245
ABC0014181,2022,7,0,92676.6
ABC0014188,2021,5,NULL,NULL
ABC0014188,2021,6,NULL,NULL
ABC0014188,2021,7,NULL,NULL
ABC0014188,2021,8,NULL,NULL
ABC0014188,2021,9,NULL,NULL
ABC0014188,2021,10,NULL,NULL
ABC0014188,2021,11,NULL,NULL
ABC0014188,2021,12,NULL,NULL
ABC0014188,2022,1,1228770.15,NULL
ABC0014188,2022,2,1176250.725,NULL
ABC0014188,2022,3,NULL,NULL
ABC0014188,2022,4,NULL,NULL
ABC0014188,2022,5,NULL,NULL
ABC0014188,2022,6,NULL,NULL
ABC0014188,2022,7,NULL,NULL
ABC0014189,2021,9,NULL,NULL
ABC0014189,2021,10,NULL,NULL
ABC0014189,2021,11,NULL,NULL
ABC0014189,2021,12,NULL,NULL
ABC0014189,2022,1,NULL,NULL
ABC0014189,2022,2,NULL,NULL
ABC0014189,2022,3,NULL,NULL
ABC0014189,2022,4,NULL,NULL
ABC0014189,2022,5,NULL,NULL
ABC0014189,2022,6,NULL,NULL
ABC0014189,2022,7,NULL,NULL
ABC0014193,2021,5,NULL,NULL
ABC0014193,2021,6,NULL,NULL
ABC0014193,2021,7,NULL,NULL
ABC0014193,2021,8,NULL,NULL
ABC0014193,2021,9,NULL,NULL
ABC0014193,2021,10,NULL,NULL
ABC0014193,2021,11,NULL,NULL
ABC0014193,2021,12,NULL,NULL
ABC0014193,2022,1,NULL,NULL
ABC0014193,2022,2,NULL,NULL
ABC0014193,2022,3,NULL,NULL
ABC0014193,2022,4,NULL,NULL
ABC0014193,2022,5,NULL,NULL
ABC0014193,2022,6,NULL,NULL
ABC0014193,2022,7,NULL,NULL
ABC0014201,2021,5,NULL,23311.5
ABC0014201,2021,6,NULL,28582.5
ABC0014201,2021,7,NULL,48324
ABC0014201,2021,8,NULL,52368
ABC0014201,2021,9,56988.78,60499.5
ABC0014201,2021,10,92866.575,99361.5
ABC0014201,2021,11,NULL,106485
ABC0014201,2021,12,NULL,116479.5
ABC0014201,2022,1,NULL,88756.5
ABC0014201,2022,2,NULL,102692.85
ABC0014201,2022,3,NULL,117054.18
ABC0014201,2022,4,NULL,100890
ABC0014201,2022,5,NULL,100658.79
ABC0014201,2022,6,NULL,103803.45
ABC0014201,2022,7,NULL,68273.55
ABC0014202,2021,3,NULL,NULL
ABC0014202,2021,4,3342.855,NULL
ABC0014202,2021,5,5342.85,NULL
ABC0014202,2021,6,4385.715,NULL
ABC0014202,2021,7,5871.435,NULL
ABC0014202,2021,8,5214.285,NULL
ABC0014202,2021,9,5299.995,NULL
ABC0014202,2021,10,8314.29,NULL
ABC0014202,2021,11,5114.28,NULL
ABC0014202,2021,12,14271.435,NULL
ABC0014202,2022,1,6300,NULL
ABC0014202,2022,2,8571.435,NULL
ABC0014202,2022,3,18757.14,NULL
ABC0014202,2022,4,10085.715,NULL
ABC0014202,2022,5,17356.425,NULL
ABC0014202,2022,6,12085.71,NULL
ABC0014202,2022,7,NULL,NULL
ABC0014203,2021,9,NULL,0
ABC0014203,2021,10,33039.765,34769.7
ABC0014203,2021,11,30842.76,30691.95
ABC0014203,2021,12,36261.555,38460.75
ABC0014203,2022,1,46895.475,48091.65
ABC0014203,2022,2,41768.88,43152.75
ABC0014203,2022,3,44726.04,46483.05
ABC0014203,2022,4,39582.225,41665.5
ABC0014203,2022,5,32105.73,33795.51
ABC0014203,2022,6,41435.295,43607.1
ABC0014203,2022,7,NULL,15150.9
ABC0014208,2021,3,NULL,0
ABC0014208,2021,4,134721,141607.5
ABC0014208,2021,5,207014.28,217590
ABC0014208,2021,6,161521.425,169897.5
ABC0014208,2021,7,229928.565,241950
ABC0014208,2021,8,232321.425,243937.5
ABC0014208,2021,9,386621.43,406402.5
ABC0014208,2021,10,445878.57,467872.5
ABC0014208,2021,11,530685.72,553785
ABC0014208,2021,12,634135.71,676357.5
ABC0014208,2022,1,594914.28,623385
ABC0014208,2022,2,615764.28,646972.5
ABC0014208,2022,3,845221.425,960982.5
ABC0014208,2022,4,554192.85,660127.5
ABC0014208,2022,5,531678.57,666337.5
ABC0014208,2022,6,389207.145,488760
ABC0014208,2022,7,NULL,312030
ABC0014213,2021,1,NULL,NULL
ABC0014213,2021,2,NULL,NULL
ABC0014213,2021,3,NULL,NULL
ABC0014213,2021,4,NULL,NULL
ABC0014213,2021,5,NULL,NULL
ABC0014213,2021,6,NULL,NULL
ABC0014213,2021,7,NULL,NULL
ABC0014213,2021,8,NULL,NULL
ABC0014213,2021,9,NULL,NULL
ABC0014213,2021,10,NULL,NULL
ABC0014213,2021,11,NULL,NULL
ABC0014213,2021,12,NULL,NULL
ABC0014213,2022,1,NULL,NULL
ABC0014213,2022,2,NULL,NULL
ABC0014213,2022,3,NULL,NULL
ABC0014213,2022,4,NULL,NULL
ABC0014213,2022,5,NULL,NULL
ABC0014213,2022,6,NULL,NULL
ABC0014213,2022,7,NULL,NULL
ABC0014219,2021,6,NULL,NULL
ABC0014219,2021,7,NULL,NULL
ABC0014219,2021,8,NULL,NULL
ABC0014219,2021,9,NULL,NULL
ABC0014219,2021,10,NULL,NULL
ABC0014219,2021,11,NULL,NULL
ABC0014219,2021,12,NULL,NULL
ABC0014219,2022,1,NULL,NULL
ABC0014219,2022,2,NULL,NULL
ABC0014219,2022,3,NULL,NULL
ABC0014219,2022,4,NULL,NULL
ABC0014219,2022,5,NULL,NULL
ABC0014219,2022,6,NULL,NULL
ABC0014219,2022,7,NULL,NULL
ABC0014224,2021,9,NULL,NULL
ABC0014224,2021,10,NULL,NULL
ABC0014224,2021,11,NULL,NULL
ABC0014224,2021,12,NULL,NULL
ABC0014224,2022,1,NULL,NULL
ABC0014224,2022,2,NULL,NULL
ABC0014224,2022,3,NULL,NULL
ABC0014224,2022,4,NULL,NULL
ABC0014224,2022,5,NULL,NULL
ABC0014224,2022,6,NULL,NULL
ABC0014224,2022,7,NULL,NULL
ABC0014227,2021,3,NULL,NULL
ABC0014227,2021,4,NULL,NULL
ABC0014227,2021,5,NULL,NULL
ABC0014227,2021,6,NULL,NULL
ABC0014227,2021,7,NULL,NULL
ABC0014227,2021,8,NULL,NULL
ABC0014227,2021,9,NULL,NULL
ABC0014227,2021,10,NULL,NULL
ABC0014227,2021,11,NULL,NULL
ABC0014227,2021,12,NULL,NULL
ABC0014227,2022,1,NULL,NULL
ABC0014227,2022,2,NULL,NULL
ABC0014227,2022,3,NULL,NULL
ABC0014227,2022,4,NULL,NULL
ABC0014227,2022,5,NULL,NULL
ABC0014227,2022,6,NULL,NULL
ABC0014227,2022,7,NULL,NULL
ABC0014252,2021,11,NULL,0
ABC0014252,2021,12,NULL,12760.755
ABC0014252,2022,1,NULL,14410.695
ABC0014252,2022,2,NULL,13243.125
ABC0014252,2022,3,NULL,16426.5
ABC0014252,2022,4,NULL,17579.175
ABC0014252,2022,5,NULL,17321.955
ABC0014252,2022,6,NULL,11212.695
ABC0014252,2022,7,NULL,1754.025
ABC0014253,2021,7,NULL,NULL
ABC0014253,2021,8,NULL,NULL
ABC0014253,2021,9,NULL,NULL
ABC0014253,2021,10,NULL,NULL
ABC0014253,2021,11,157090.62,NULL
ABC0014253,2021,12,630210.66,NULL
ABC0014253,2022,1,713678.34,NULL
ABC0014253,2022,2,712873.605,NULL
ABC0014253,2022,3,763242.15,NULL
ABC0014253,2022,4,445922.79,NULL
ABC0014253,2022,5,487860.21,NULL
ABC0014253,2022,6,371240.925,NULL
ABC0014253,2022,7,NULL,NULL
ABC0014258,2021,7,NULL,NULL
ABC0014258,2021,8,NULL,NULL
ABC0014258,2021,9,NULL,NULL
ABC0014258,2021,10,NULL,NULL
ABC0014258,2021,11,NULL,NULL
ABC0014258,2021,12,NULL,NULL
ABC0014258,2022,1,NULL,NULL
ABC0014258,2022,2,NULL,NULL
ABC0014258,2022,3,NULL,NULL
ABC0014258,2022,4,NULL,NULL
ABC0014258,2022,5,NULL,NULL
ABC0014258,2022,6,NULL,NULL
ABC0014258,2022,7,NULL,NULL
ABC0014285,2021,2,2030.025,NULL
ABC0014285,2021,3,1421.415,NULL
ABC0014285,2021,4,2052.93,NULL
ABC0014285,2021,5,2332.905,NULL
ABC0014285,2021,6,2347.185,NULL
ABC0014285,2021,7,2414.28,NULL
ABC0014285,2021,8,1711.425,NULL
ABC0014285,2021,9,1378.575,NULL
ABC0014285,2021,10,1700.04,NULL
ABC0014285,2021,11,1941.45,NULL
ABC0014285,2021,12,3794.34,NULL
ABC0014285,2022,1,2485.71,NULL
ABC0014285,2022,2,977.175,NULL
ABC0014285,2022,3,1651.41,NULL
ABC0014285,2022,4,1417.14,NULL
ABC0014285,2022,5,752.85,NULL
ABC0014285,2022,6,1074.3,NULL
ABC0014285,2022,7,NULL,NULL
ABC0014306,2021,5,NULL,307563.45
ABC0014306,2021,6,173809.86,184762.125
ABC0014306,2021,7,NULL,226071.075
ABC0014306,2021,8,NULL,160929.675
ABC0014306,2021,9,163839.78,175265.7
ABC0014306,2021,10,163018.815,173577.375
ABC0014306,2021,11,NULL,156236.4
ABC0014306,2021,12,NULL,219524.175
ABC0014306,2022,1,NULL,136156.575
ABC0014306,2022,2,NULL,120116.85
ABC0014306,2022,3,NULL,178514.625
ABC0014306,2022,4,NULL,202524.525
ABC0014306,2022,5,NULL,218396.1
ABC0014306,2022,6,NULL,148848.9
ABC0014306,2022,7,NULL,121341.675
ABC0014309,2021,4,29400.315,30537.09
ABC0014309,2021,5,144865.11,150558.39
ABC0014309,2021,6,165991.77,172464.99
ABC0014309,2021,7,103023.735,108609.705
ABC0014309,2021,8,90567.6,96094.14
ABC0014309,2021,9,138105.78,145686.21
ABC0014309,2021,10,350473.71,364031.31
ABC0014309,2021,11,175481.43,184930.875
ABC0014309,2021,12,216139.995,226448.145
ABC0014309,2022,1,117876.72,123962.865
ABC0014309,2022,2,167216.25,166437.54
ABC0014309,2022,3,179860.14,190543.65
ABC0014309,2022,4,131806.005,137599.95
ABC0014309,2022,5,148759.29,153266.175
ABC0014309,2022,6,NULL,138255.165
ABC0014309,2022,7,NULL,49305.045
ABC0014316,2021,3,NULL,NULL
ABC0014316,2021,4,NULL,NULL
ABC0014316,2021,5,NULL,NULL
ABC0014316,2021,6,NULL,NULL
ABC0014316,2021,7,NULL,NULL
ABC0014316,2021,8,NULL,NULL
ABC0014316,2021,9,NULL,NULL
ABC0014316,2021,10,NULL,NULL
ABC0014316,2021,11,NULL,NULL
ABC0014316,2021,12,NULL,NULL
ABC0014316,2022,1,NULL,NULL
ABC0014316,2022,2,NULL,NULL
ABC0014316,2022,3,NULL,NULL
ABC0014316,2022,4,NULL,NULL
ABC0014316,2022,5,NULL,NULL
ABC0014316,2022,6,NULL,NULL
ABC0014316,2022,7,NULL,NULL
ABC0014317,2021,7,NULL,NULL
ABC0014317,2021,8,NULL,NULL
ABC0014317,2021,9,NULL,NULL
ABC0014317,2021,10,NULL,NULL
ABC0014317,2021,11,NULL,NULL
ABC0014317,2021,12,NULL,NULL
ABC0014317,2022,1,NULL,NULL
ABC0014317,2022,2,NULL,NULL
ABC0014317,2022,3,NULL,NULL
ABC0014317,2022,4,NULL,NULL
ABC0014317,2022,5,NULL,NULL
ABC0014317,2022,6,NULL,NULL
ABC0014317,2022,7,NULL,NULL
ABC0014318,2021,8,NULL,85391.355
ABC0014318,2021,9,NULL,194351.16
ABC0014318,2021,10,NULL,211208.115
ABC0014318,2021,11,170107.635,178045.785
ABC0014318,2021,12,252502.935,265128.075
ABC0014318,2022,1,161943.42,170316.135
ABC0014318,2022,2,146473.29,153784.05
ABC0014318,2022,3,156546,164348.205
ABC0014318,2022,4,137433,144301.425
ABC0014318,2022,5,128340,134296.29
ABC0014318,2022,6,123624,129722.565
ABC0014318,2022,7,NULL,75910.875
ABC0014325,2021,6,NULL,NULL
ABC0014325,2021,7,NULL,NULL
ABC0014325,2021,8,NULL,NULL
ABC0014325,2021,9,NULL,NULL
ABC0014325,2021,10,NULL,NULL
ABC0014325,2021,11,NULL,NULL
ABC0014325,2021,12,NULL,NULL
ABC0014325,2022,1,NULL,NULL
ABC0014325,2022,2,NULL,NULL
ABC0014325,2022,3,NULL,NULL
ABC0014325,2022,4,NULL,NULL
ABC0014325,2022,5,NULL,NULL
ABC0014325,2022,6,NULL,NULL
ABC0014325,2022,7,NULL,NULL
ABC0014332,2021,2,7915.785,NULL
ABC0014332,2021,3,18451.005,NULL
ABC0014332,2021,4,14687.64,NULL
ABC0014332,2021,5,19112.505,NULL
ABC0014332,2021,6,13641.225,NULL
ABC0014332,2021,7,8358.57,NULL
ABC0014332,2021,8,7521.54,NULL
ABC0014332,2021,9,13995.03,NULL
ABC0014332,2021,10,9294.105,NULL
ABC0014332,2021,11,13838.265,NULL
ABC0014332,2021,12,17767.155,NULL
ABC0014332,2022,1,6669.645,NULL
ABC0014332,2022,2,NULL,NULL
ABC0014333,2021,8,199957.995,210522.915
ABC0014333,2021,9,148959.9,157480.875
ABC0014333,2021,10,NULL,191852.34
ABC0014333,2021,11,161149.5,161402.985
ABC0014333,2021,12,NULL,220880.64
ABC0014333,2022,1,NULL,138266.25
ABC0014333,2022,2,NULL,133277.76
ABC0014333,2022,3,NULL,156800.46
ABC0014333,2022,4,NULL,107571.915
ABC0014333,2022,5,NULL,156753.75
ABC0014333,2022,6,NULL,150392.145
ABC0014333,2022,7,NULL,107467.14
ABC0014347,2021,10,437723.655,520528.95
ABC0014347,2021,11,1996865.775,2248298.625
ABC0014347,2021,12,1892446.425,2145430.5
ABC0014347,2022,1,2068623.45,2341131.9
ABC0014347,2022,2,1713985.95,1935128.4
ABC0014347,2022,3,3264798,2325778.65
ABC0014347,2022,4,1352681.85,1352681.85
ABC0014347,2022,5,1818301.5,1810801.5
ABC0014347,2022,6,1452259.59,1790396.25
ABC0014347,2022,7,NULL,801363.75
ABC0014356,2021,5,100757.88,NULL
ABC0014356,2021,6,142338.645,NULL
ABC0014356,2021,7,133479.57,NULL
ABC0014356,2021,8,134587.005,NULL
ABC0014356,2021,9,160692.105,NULL
ABC0014356,2021,10,175163.295,NULL
ABC0014356,2021,11,172310.025,NULL
ABC0014356,2021,12,186170.295,NULL
ABC0014356,2022,1,190391.745,NULL
ABC0014356,2022,2,162766.365,NULL
ABC0014356,2022,3,191236.5,NULL
ABC0014356,2022,4,153568.86,NULL
ABC0014356,2022,5,176556.36,NULL
ABC0014356,2022,6,163208.52,NULL
ABC0014356,2022,7,NULL,NULL
ABC0014358,2021,11,469618.5,492917.22
ABC0014358,2021,12,569139,597829.35
ABC0014358,2022,1,616665,658687.95
ABC0014358,2022,2,604671,637022.01
ABC0014358,2022,3,790806,835170.42
ABC0014358,2022,4,758800.5,797546.28
ABC0014358,2022,5,771939,818095.5
ABC0014358,2022,6,790569,828236.07
ABC0014358,2022,7,NULL,475107
ABC0014361,2022,3,327023.67,311366.625
ABC0014361,2022,4,290341.965,305472.66
ABC0014361,2022,5,322889.55,339032.13
ABC0014361,2022,6,290681.85,290681.85
ABC0014361,2022,7,NULL,178200.9
ABC0014376,2021,3,NULL,NULL
ABC0014376,2021,4,NULL,NULL
ABC0014376,2021,5,NULL,NULL
ABC0014376,2021,6,NULL,NULL
ABC0014376,2021,7,NULL,NULL
ABC0014376,2021,8,NULL,NULL
ABC0014376,2021,9,NULL,NULL
ABC0014376,2021,10,NULL,NULL
ABC0014376,2021,11,NULL,NULL
ABC0014376,2021,12,NULL,NULL
ABC0014376,2022,1,NULL,NULL
ABC0014376,2022,2,NULL,NULL
ABC0014376,2022,3,NULL,NULL
ABC0014376,2022,4,NULL,NULL
ABC0014376,2022,5,NULL,NULL
ABC0014376,2022,6,NULL,NULL
ABC0014376,2022,7,NULL,NULL
ABC0014386,2021,4,NULL,NULL
ABC0014386,2021,5,NULL,NULL
ABC0014386,2021,6,NULL,NULL
ABC0014386,2021,7,NULL,NULL
ABC0014386,2021,8,NULL,NULL
ABC0014386,2021,9,NULL,NULL
ABC0014386,2021,10,NULL,NULL
ABC0014386,2021,11,NULL,NULL
ABC0014386,2021,12,NULL,NULL
ABC0014386,2022,1,NULL,NULL
ABC0014386,2022,2,NULL,NULL
ABC0014386,2022,3,NULL,NULL
ABC0014386,2022,4,NULL,NULL
ABC0014386,2022,5,NULL,NULL
ABC0014386,2022,6,NULL,NULL
ABC0014386,2022,7,NULL,NULL
ABC0014391,2021,7,NULL,NULL
ABC0014391,2021,8,NULL,NULL
ABC0014391,2021,9,NULL,NULL
ABC0014391,2021,10,NULL,NULL
ABC0014391,2021,11,NULL,NULL
ABC0014391,2021,12,NULL,NULL
ABC0014391,2022,1,NULL,NULL
ABC0014391,2022,2,NULL,NULL
ABC0014391,2022,3,NULL,NULL
ABC0014391,2022,4,NULL,NULL
ABC0014391,2022,5,NULL,NULL
ABC0014391,2022,6,NULL,NULL
ABC0014391,2022,7,NULL,NULL
ABC0014395,2021,6,16977,18
ABC0014395,2021,7,1031737.5,1092937.44
ABC0014395,2021,8,805303.5,846376.905
ABC0014395,2021,9,922240.5,956862.33
ABC0014395,2021,10,1226395.5,1292651.925
ABC0014395,2021,11,1256025,1319543.865
ABC0014395,2021,12,2095803,2195819.535
ABC0014395,2022,1,1224846,1286309.43
ABC0014395,2022,2,933208.5,980014.095
ABC0014395,2022,3,1207679.385,1268230.38
ABC0014395,2022,4,1145316.6,1202704.335
ABC0014395,2022,5,1266401.25,1329896.31
ABC0014395,2022,6,845900.55,865650.165
ABC0014395,2022,7,NULL,598056.465
ABC0014420,2021,4,NULL,62455.5
ABC0014420,2021,5,NULL,132010.5
ABC0014420,2021,6,511315.005,149958
ABC0014420,2021,7,137505.27,141933
ABC0014420,2021,8,100751.28,105490.5
ABC0014420,2021,9,117747.15,123468
ABC0014420,2021,10,166060.14,165411
ABC0014420,2021,11,142287.21,146808
ABC0014420,2021,12,216059.565,224031
ABC0014420,2022,1,154024.11,164902.5
ABC0014420,2022,2,126994.05,133344
ABC0014420,2022,3,162992.55,170523
ABC0014420,2022,4,127544.1,133618.5
ABC0014420,2022,5,129490.5,135610.5
ABC0014420,2022,6,NULL,93250.5
ABC0014420,2022,7,NULL,96205.5
ABC0014422,2021,9,NULL,NULL
ABC0014422,2021,10,NULL,NULL
ABC0014422,2021,11,NULL,NULL
ABC0014422,2021,12,NULL,NULL
ABC0014422,2022,1,NULL,NULL
ABC0014422,2022,2,NULL,NULL
ABC0014422,2022,3,NULL,NULL
ABC0014422,2022,4,NULL,NULL
ABC0014422,2022,5,NULL,NULL
ABC0014422,2022,6,NULL,NULL
ABC0014422,2022,7,NULL,NULL
ABC0014423,2021,4,NULL,NULL
ABC0014423,2021,5,NULL,NULL
ABC0014423,2021,6,NULL,NULL
ABC0014423,2021,7,NULL,NULL
ABC0014423,2021,8,NULL,NULL
ABC0014423,2021,9,NULL,NULL
ABC0014423,2021,10,NULL,NULL
ABC0014423,2021,11,NULL,NULL
ABC0014423,2021,12,NULL,NULL
ABC0014423,2022,1,NULL,NULL
ABC0014423,2022,2,NULL,NULL
ABC0014423,2022,3,NULL,NULL
ABC0014423,2022,4,NULL,NULL
ABC0014423,2022,5,NULL,NULL
ABC0014423,2022,6,NULL,NULL
ABC0014423,2022,7,NULL,NULL
ABC0014449,2021,8,NULL,5364.45
ABC0014449,2021,9,NULL,0
ABC0014449,2021,10,NULL,0
ABC0014449,2021,11,NULL,16380.6
ABC0014449,2021,12,NULL,24370.95
ABC0014449,2022,1,63673.35,20796.975
ABC0014449,2022,2,84403.125,84403.125
ABC0014449,2022,3,120963.75,127349.775
ABC0014449,2022,4,533238,140652.525
ABC0014449,2022,5,197762.985,209872.05
ABC0014449,2022,6,181259.925,218145.75
ABC0014449,2022,7,NULL,218529.45
ABC0014452,2021,8,74962.59,82017.3
ABC0014452,2021,9,121155.375,126103.11
ABC0014452,2021,10,137741.025,147761.91
ABC0014452,2021,11,155170.995,172496.55
ABC0014452,2021,12,257839.83,277850.595
ABC0014452,2022,1,167067.42,183374.715
ABC0014452,2022,2,152439.105,164458.665
ABC0014452,2022,3,163259.925,175907.82
ABC0014452,2022,4,174103.095,171657.045
ABC0014452,2022,5,153027.675,168433.26
ABC0014452,2022,6,126198.105,127140.36
ABC0014452,2022,7,NULL,56076.48
ABC0014454,2021,12,NULL,NULL
ABC0014454,2022,1,NULL,NULL
ABC0014454,2022,2,NULL,NULL
ABC0014454,2022,3,NULL,NULL
ABC0014454,2022,4,NULL,NULL
ABC0014454,2022,5,NULL,NULL
ABC0014454,2022,6,NULL,NULL
ABC0014454,2022,7,NULL,NULL
ABC0014459,2021,3,NULL,NULL
ABC0014459,2021,4,NULL,NULL
ABC0014459,2021,5,NULL,NULL
ABC0014459,2021,6,NULL,NULL
ABC0014459,2021,7,NULL,NULL
ABC0014459,2021,8,NULL,NULL
ABC0014459,2021,9,NULL,NULL
ABC0014459,2021,10,NULL,NULL
ABC0014459,2021,11,NULL,NULL
ABC0014459,2021,12,NULL,NULL
ABC0014459,2022,1,NULL,NULL
ABC0014459,2022,2,NULL,NULL
ABC0014459,2022,3,NULL,NULL
ABC0014459,2022,4,NULL,NULL
ABC0014459,2022,5,NULL,NULL
ABC0014459,2022,6,NULL,NULL
ABC0014459,2022,7,NULL,NULL
ABC0014463,2021,10,NULL,NULL
ABC0014463,2021,11,NULL,NULL
ABC0014463,2021,12,NULL,NULL
ABC0014463,2022,1,NULL,NULL
ABC0014463,2022,2,NULL,NULL
ABC0014463,2022,3,NULL,NULL
ABC0014463,2022,4,NULL,NULL
ABC0014463,2022,5,NULL,NULL
ABC0014463,2022,6,NULL,NULL
ABC0014463,2022,7,NULL,NULL
ABC0014466,2021,12,NULL,NULL
ABC0014466,2022,1,NULL,NULL
ABC0014466,2022,2,NULL,NULL
ABC0014466,2022,3,NULL,NULL
ABC0014466,2022,4,NULL,NULL
ABC0014466,2022,5,NULL,NULL
ABC0014466,2022,6,NULL,NULL
ABC0014466,2022,7,NULL,NULL
ABC0014467,2021,9,NULL,NULL
ABC0014467,2021,10,NULL,NULL
ABC0014467,2021,11,NULL,NULL
ABC0014467,2021,12,NULL,NULL
ABC0014467,2022,1,NULL,NULL
ABC0014467,2022,2,NULL,NULL
ABC0014467,2022,3,NULL,NULL
ABC0014467,2022,4,NULL,NULL
ABC0014467,2022,5,NULL,NULL
ABC0014467,2022,6,NULL,NULL
ABC0014467,2022,7,NULL,NULL
ABC0014471,2021,9,NULL,NULL
ABC0014471,2021,10,NULL,NULL
ABC0014471,2021,11,NULL,NULL
ABC0014471,2021,12,NULL,NULL
ABC0014471,2022,1,NULL,NULL
ABC0014471,2022,2,NULL,NULL
ABC0014471,2022,3,NULL,NULL
ABC0014471,2022,4,NULL,NULL
ABC0014471,2022,5,NULL,NULL
ABC0014471,2022,6,NULL,NULL
ABC0014471,2022,7,NULL,NULL
ABC0014476,2021,8,40101,10227
ABC0014476,2021,9,85981.5,89040
ABC0014476,2021,10,65523,64908
ABC0014476,2021,11,68779.5,63818.25
ABC0014476,2021,12,60633,61808.025
ABC0014476,2022,1,70941.975,72905.49
ABC0014476,2022,2,45342.81,46901.205
ABC0014476,2022,3,107329.23,109732.02
ABC0014476,2022,4,72999.57,75530.91
ABC0014476,2022,5,126895.305,133122.345
ABC0014476,2022,6,93512.55,98189.325
ABC0014476,2022,7,NULL,26963.595
ABC0014488,2021,7,5506.5,2613
ABC0014488,2021,8,8751,8751
ABC0014488,2021,9,31958.85,37060.725
ABC0014488,2021,10,39348.975,40805.625
ABC0014488,2021,11,36516.9,37187.7
ABC0014488,2021,12,24891.75,24996.75
ABC0014488,2022,1,29588.475,30098.475
ABC0014488,2022,2,36151.125,37588.125
ABC0014488,2022,3,26576.025,27134.025
ABC0014488,2022,4,18941.865,20707.8
ABC0014488,2022,5,25415.445,27046.2
ABC0014488,2022,6,22091.1,26520.6
ABC0014488,2022,7,NULL,8026.5
ABC0014489,2021,8,34019.46,71440.875
ABC0014489,2021,9,69962.325,146920.875
ABC0014489,2021,10,110618.925,232299.75
ABC0014489,2021,11,129234.285,271392
ABC0014489,2021,12,168353.22,353474.25
ABC0014489,2022,1,162575.355,341408.25
ABC0014489,2022,2,158264.625,332355.72
ABC0014489,2022,3,201582.855,423324
ABC0014489,2022,4,197495.355,414740.25
ABC0014489,2022,5,210663.21,442392.75
ABC0014489,2022,6,185702.505,389975.25
ABC0014489,2022,7,NULL,262711.5
ABC0014520,2021,7,NULL,6568.5
ABC0014520,2021,8,59028.39,123809.625
ABC0014520,2021,9,90750.54,190576.125
ABC0014520,2021,10,131918.04,277027.89
ABC0014520,2021,11,144207.855,302836.5
ABC0014520,2021,12,173808.75,364998.375
ABC0014520,2022,1,170458.935,357963.75
ABC0014520,2022,2,155635.71,326655
ABC0014520,2022,3,166045.005,348694.5
ABC0014520,2022,4,177127.74,371968.245
ABC0014520,2022,5,184468.215,387383.25
ABC0014520,2022,6,178194.645,374208.75
ABC0014520,2022,7,0,237383.25
ABC0014522,2021,10,562759.575,NULL
ABC0014522,2021,11,2120827.86,NULL
ABC0014522,2021,12,3308567.31,NULL
ABC0014522,2022,1,1760085.6,NULL
ABC0014522,2022,2,1697586.945,NULL
ABC0014522,2022,3,2016685.8,NULL
ABC0014522,2022,4,1871137.62,NULL
ABC0014522,2022,5,2169270.99,NULL
ABC0014522,2022,6,1827598.86,NULL
ABC0014522,2022,7,NULL,NULL
ABC0014566,2021,9,20280,17478
ABC0014566,2021,10,337587,355602.495
ABC0014566,2021,11,376702.5,395537.085
ABC0014566,2021,12,377988,396888.105
ABC0014566,2022,1,220642.5,231674.94
ABC0014566,2022,2,272058,285662.025
ABC0014566,2022,3,311526,327103.035
ABC0014566,2022,4,301644,316725.48
ABC0014566,2022,5,284211,298421.775
ABC0014566,2022,6,195270,205033.095
ABC0014566,2022,7,NULL,146845.365
ABC0014567,2021,12,413091.75,423998.7
ABC0014567,2022,1,445623,467906.445
ABC0014567,2022,2,392974.5,412684.845
ABC0014567,2022,3,458043,480944.19
ABC0014567,2022,4,371910,390416.625
ABC0014567,2022,5,414567,435504.075
ABC0014567,2022,6,326034,342335.55
ABC0014567,2022,7,NULL,243556.29
ABC0014569,2021,10,NULL,0
ABC0014569,2021,11,122844,130525.65
ABC0014569,2021,12,691018.5,725683.02
ABC0014569,2022,1,503344.5,523804.02
ABC0014569,2022,2,496251,521063.82
ABC0014569,2022,3,545281.5,572546.19
ABC0014569,2022,4,440236.5,461923.32
ABC0014569,2022,5,529873.5,556366.59
ABC0014569,2022,6,443994,466193.67
ABC0014569,2022,7,NULL,297725.04
ABC0014573,2021,11,NULL,0
ABC0014573,2021,12,26029.35,25637.25
ABC0014573,2022,1,41106.975,42485.01
ABC0014573,2022,2,NULL,50611.5
ABC0014573,2022,3,52506.795,53892.57
ABC0014573,2022,4,56206.605,58342.935
ABC0014573,2022,5,55756.755,58147.575
ABC0014573,2022,6,55649.565,57727.5
ABC0014573,2022,7,NULL,22425
ABC0014576,2021,10,6073.5,6229.515
ABC0014576,2021,11,86011.5,85660.74
ABC0014576,2021,12,168516,168536.28
ABC0014576,2022,1,259476,262849.65
ABC0014576,2022,2,214671,218252.43
ABC0014576,2022,3,265143,293616.3
ABC0014576,2022,4,239778,243127.305
ABC0014576,2022,5,279160.5,280834.995
ABC0014576,2022,6,357019.5,361388.715
ABC0014576,2022,7,NULL,190580.445
ABC0014582,2021,7,146664.675,NULL
